gene_id,length
Solyc09g009430,1757
Solyc09g009440,210
Solyc09g009450,450
Solyc09g009460,619
Solyc09g009470,1260
Solyc09g009480,516
Solyc09g009490,1285
Solyc09g009500,1463
Solyc09g009510,1461
Solyc09g009520,1510
Solyc09g009530,1543
Solyc09g009540,1372
Solyc09g009550,1243
Solyc09g009560,519
Solyc09g009570,1650
Solyc09g009580,1714
Solyc09g009590,456
Solyc09g009600,1326
Solyc09g009610,1278
Solyc09g009620,222
Solyc09g009630,1221
Solyc09g009640,560
Solyc09g009650,368
Solyc09g009660,1147
Solyc09g009670,954
Solyc09g009680,2040
Solyc09g009690,1573
Solyc09g009700,1325
Solyc09g009710,3160
Solyc09g009720,504
Solyc09g009730,222
Solyc09g009740,201
Solyc09g009750,2235
Solyc09g009760,1500
Solyc09g009770,1849
Solyc09g009780,726
Solyc09g009790,1650
Solyc09g009800,5720
Solyc09g009810,576
Solyc09g009820,1369
Solyc09g009830,813
Solyc09g009840,867
Solyc09g009850,869
Solyc09g009860,1200
Solyc09g009870,1080
Solyc09g009880,816
Solyc09g009890,1652
Solyc09g009900,846
Solyc09g009910,2230
Solyc09g009920,1440
Solyc09g009930,276
Solyc09g009940,2049
Solyc09g009950,1914
Solyc09g009960,1266
Solyc09g009970,1901
Solyc09g009980,447
Solyc09g009990,1572
Solyc09g010000,1271
Solyc09g010010,444
Solyc09g010020,1451
Solyc09g010030,585
Solyc09g010040,1104
Solyc09g010050,2208
Solyc09g010060,3236
Solyc09g010070,1869
Solyc09g010080,2002
Solyc09g010090,2125
Solyc09g010100,859
Solyc09g010110,1313
Solyc09g010120,875
Solyc09g010130,1510
Solyc09g010140,723
Solyc09g010150,1347
Solyc09g010160,750
Solyc09g010170,766
Solyc09g010180,3181
Solyc09g010190,812
Solyc09g010200,997
Solyc09g010210,1732
Solyc09g010220,1778
Solyc09g010230,1038
Solyc09g010240,159
Solyc09g010250,162
Solyc09g010260,791
Solyc09g010270,174
Solyc09g010280,3144
Solyc09g010300,1526
Solyc09g010310,1131
Solyc09g010320,990
Solyc09g010330,804
Solyc09g010340,1272
Solyc09g010350,1919
Solyc09g010360,1733
Solyc09g010370,1050
Solyc09g010380,978
Solyc09g010390,1102
Solyc09g010400,793
Solyc09g010410,1114
Solyc09g010420,1743
Solyc09g010430,264
Solyc09g010440,781
Solyc09g010450,2301
Solyc09g010460,3361
Solyc09g010470,1770
Solyc09g010480,393
Solyc09g010490,645
Solyc09g010500,807
Solyc09g010510,1215
Solyc09g010520,1911
Solyc09g010530,2769
Solyc09g010540,469
Solyc09g010550,608
Solyc09g010560,3807
Solyc09g010570,621
Solyc09g010580,78
Solyc09g010590,543
Solyc09g010600,891
Solyc09g010610,690
Solyc09g010620,492
Solyc09g010630,2095
Solyc09g010640,2036
Solyc09g010650,453
Solyc09g010660,1465
Solyc09g010670,900
Solyc09g010680,1402
Solyc09g010690,1707
Solyc09g010700,886
Solyc09g010710,991
Solyc09g010720,3038
Solyc09g010730,696
Solyc09g010740,732
Solyc09g010750,540
Solyc09g010760,237
Solyc09g010770,1695
Solyc09g010780,2042
Solyc09g010790,2199
Solyc09g010800,614
Solyc09g010810,2266
Solyc09g010820,1942
Solyc09g010830,5934
Solyc09g010840,1083
Solyc09g010850,1504
Solyc09g010860,1068
Solyc09g010870,2718
Solyc09g010880,1565
Solyc09g010890,186
Solyc09g010900,162
Solyc09g010910,579
Solyc09g010920,2286
Solyc09g010930,1364
Solyc09g010940,1268
Solyc09g010950,2921
Solyc09g010960,1188
Solyc09g010970,1099
Solyc09g010980,228
Solyc09g010990,1872
Solyc09g011000,1241
Solyc09g011010,665
Solyc09g011020,1527
Solyc09g011030,1839
Solyc09g011040,1290
Solyc09g011050,1057
Solyc09g011060,2716
Solyc09g011070,2046
Solyc09g011080,1619
Solyc09g011090,1563
Solyc09g011100,450
Solyc09g011110,549
Solyc09g011120,831
Solyc09g011130,792
Solyc09g011140,967
Solyc09g011150,177
Solyc09g011160,1625
Solyc09g011170,3110
Solyc09g011180,180
Solyc09g011190,312
Solyc09g011200,1914
Solyc09g011210,837
Solyc09g011220,1340
Solyc09g011230,1078
Solyc09g011240,1252
Solyc09g011250,958
Solyc09g011260,819
Solyc09g011270,741
Solyc09g011280,537
Solyc09g011290,567
Solyc09g011300,1134
Solyc09g011310,1005
Solyc09g011320,2592
Solyc09g011330,2412
Solyc09g011340,1863
Solyc09g011350,747
Solyc09g011360,1594
Solyc09g011370,1404
Solyc09g011380,1946
Solyc09g011390,1701
Solyc09g011400,225
Solyc09g011410,1531
Solyc09g011420,637
Solyc09g011430,429
Solyc09g011440,567
Solyc09g011450,1237
Solyc09g011460,441
Solyc09g011470,788
Solyc09g011480,2475
Solyc09g011490,882
Solyc09g011500,922
Solyc09g011510,839
Solyc09g011520,1021
Solyc09g011530,291
Solyc09g011540,907
Solyc09g011550,864
Solyc09g011560,1043
Solyc09g011570,909
Solyc09g011580,915
Solyc09g011590,903
Solyc09g011600,1033
Solyc09g011610,319
Solyc09g011620,648
Solyc09g011630,917
Solyc09g011640,891
Solyc09g011650,813
Solyc09g011660,812
Solyc09g011670,713
Solyc09g011680,315
Solyc09g011690,1558
Solyc09g011700,402
Solyc09g011710,989
Solyc09g011720,2801
Solyc09g011730,1070
Solyc09g011740,1599
Solyc09g011750,1924
Solyc09g011760,699
Solyc09g011770,1315
Solyc09g011780,1511
Solyc09g011790,617
Solyc09g011800,842
Solyc09g011810,1488
Solyc09g011820,1808
Solyc09g011830,1243
Solyc09g011840,1080
Solyc09g011850,1765
Solyc09g011860,2143
Solyc09g011870,1173
Solyc09g011880,1749
Solyc09g011890,486
Solyc09g011900,477
Solyc09g011910,1801
Solyc09g011920,1428
Solyc09g011930,2382
Solyc09g011950,2523
Solyc09g011960,1710
Solyc09g011970,1740
Solyc09g011980,360
Solyc09g011990,2007
Solyc09g012000,2010
Solyc09g012010,1239
Solyc09g012020,1263
Solyc09g012030,219
Solyc09g012040,495
Solyc09g012050,564
Solyc09g012060,675
Solyc09g012070,324
Solyc09g013070,586
Solyc09g013080,2808
Solyc09g013090,956
Solyc09g013100,2043
Solyc09g013110,1046
Solyc09g013120,1638
Solyc09g013130,3011
Solyc09g013140,324
Solyc09g013150,1961
Solyc09g013160,3008
Solyc09g014160,1980
Solyc09g014170,1693
Solyc09g014180,345
Solyc09g014190,1137
Solyc09g014200,486
Solyc09g014210,2064
Solyc09g014220,1855
Solyc09g014230,1707
Solyc09g014240,2088
Solyc09g014250,1483
Solyc09g014260,198
Solyc09g014270,213
Solyc09g014280,1383
Solyc09g014290,174
Solyc09g014300,1803
Solyc09g014310,1022
Solyc09g014320,1397
Solyc09g014330,483
Solyc09g014340,2004
Solyc09g014350,1881
Solyc09g014360,123
Solyc09g014370,475
Solyc09g014380,1862
Solyc09g014390,1206
Solyc09g014400,1599
Solyc09g014410,179
Solyc09g014420,267
Solyc09g014430,207
Solyc09g014440,2955
Solyc09g014450,1041
Solyc09g014460,573
Solyc09g014470,630
Solyc09g014480,1008
Solyc09g014490,2042
Solyc09g014500,673
Solyc09g014510,803
Solyc09g014520,1267
Solyc09g014530,793
Solyc09g014540,306
Solyc09g014550,686
Solyc09g014560,225
Solyc09g014580,708
Solyc09g014590,970
Solyc09g014600,147
Solyc09g014610,1952
Solyc09g014620,474
Solyc09g014630,660
Solyc09g014640,876
Solyc09g014650,348
Solyc09g014660,2082
Solyc09g014670,372
Solyc09g014680,792
Solyc09g014690,525
Solyc09g014700,525
Solyc09g014710,2447
Solyc09g014720,2400
Solyc09g014730,2293
Solyc09g014740,2736
Solyc09g014750,306
Solyc09g014760,1448
Solyc09g014770,3023
Solyc09g014780,4778
Solyc09g014790,2467
Solyc09g014800,597
Solyc09g014820,758
Solyc09g014830,267
Solyc09g014840,1392
Solyc09g014850,137
Solyc09g014860,715
Solyc09g014870,426
Solyc09g014890,2389
Solyc09g014900,1894
Solyc09g014910,586
Solyc09g014920,492
Solyc09g014930,1491
Solyc09g014940,495
Solyc09g014950,528
Solyc09g014960,153
Solyc09g014970,1053
Solyc09g014980,5674
Solyc09g014990,1761
Solyc09g015000,976
Solyc09g015010,544
Solyc09g015020,465
Solyc09g015030,219
Solyc09g015040,1533
Solyc09g015060,558
Solyc09g015070,1231
Solyc09g015080,1658
Solyc09g015100,229
Solyc09g015110,672
Solyc09g015120,2376
Solyc09g015130,241
Solyc09g015140,848
Solyc09g015150,321
Solyc09g015160,491
Solyc09g015170,2790
Solyc09g015180,1152
Solyc09g015190,330
Solyc09g015200,186
Solyc09g015210,642
Solyc09g015220,540
Solyc09g015230,1182
Solyc09g015240,2295
Solyc09g015250,492
Solyc09g015260,504
Solyc09g015270,345
Solyc09g015280,450
Solyc09g015290,243
Solyc09g015300,357
Solyc09g015310,354
Solyc09g015320,693
Solyc09g015330,531
Solyc09g015340,621
Solyc09g015350,1589
Solyc09g015360,1217
Solyc09g015370,2088
Solyc09g015380,606
Solyc09g015390,1386
Solyc09g015410,1308
Solyc09g015420,685
Solyc09g015430,575
Solyc09g015440,804
Solyc09g015450,700
Solyc09g015460,303
Solyc09g015470,1875
Solyc09g015480,180
Solyc09g015490,403
Solyc09g015500,258
Solyc09g015510,177
Solyc09g015520,3322
Solyc09g015530,1842
Solyc09g015540,273
Solyc09g015550,861
Solyc09g015560,567
Solyc09g015570,1068
Solyc09g015580,936
Solyc09g015590,600
Solyc09g015600,939
Solyc09g015610,381
Solyc09g015630,474
Solyc09g015640,465
Solyc09g015650,1355
Solyc09g015660,1293
Solyc09g015670,2339
Solyc09g015680,156
Solyc09g015690,177
Solyc09g015700,334
Solyc09g015710,84
Solyc09g015720,426
Solyc09g015730,393
Solyc09g015740,537
Solyc09g015750,213
Solyc09g015770,1239
Solyc09g015780,213
Solyc09g015800,1326
Solyc09g015810,822
Solyc09g015820,944
Solyc09g015830,1950
Solyc09g015840,675
Solyc09g015850,1526
Solyc09g015860,516
Solyc09g015870,1046
Solyc09g015880,580
Solyc09g015890,693
Solyc09g015900,297
Solyc09g015910,402
Solyc09g015920,216
Solyc09g015930,2142
Solyc09g016930,399
Solyc09g016940,1985
Solyc09g016950,425
Solyc09g017970,249
Solyc09g017980,624
Solyc09g017990,1434
Solyc09g018000,318
Solyc09g018010,654
Solyc09g018020,1090
Solyc09g018030,1834
Solyc09g018040,360
Solyc09g018050,159
Solyc09g018060,1141
Solyc09g018070,1401
Solyc09g018080,438
Solyc09g018090,84
Solyc09g018100,909
Solyc09g018110,309
Solyc09g018120,102
Solyc09g018130,564
Solyc09g018140,393
Solyc09g018150,963
Solyc09g018160,3092
Solyc09g018170,2209
Solyc09g018180,177
Solyc09g018190,183
Solyc09g018200,756
Solyc09g018210,420
Solyc09g018220,2586
Solyc09g018230,2067
Solyc09g018250,341
Solyc09g018260,351
Solyc09g018270,243
Solyc09g018280,1332
Solyc09g018290,822
Solyc09g018300,144
Solyc09g018310,2957
Solyc09g018320,663
Solyc09g018330,318
Solyc09g018340,1302
Solyc09g018350,69
Solyc09g018360,171
Solyc09g018370,3814
Solyc09g018380,648
Solyc09g018410,363
Solyc09g018420,315
Solyc09g018430,613
Solyc09g018440,240
Solyc09g018450,3710
Solyc09g018460,1503
Solyc09g018470,330
Solyc09g018480,264
Solyc09g018490,1944
Solyc09g018500,534
Solyc09g018510,1237
Solyc09g018520,396
Solyc09g018530,480
Solyc09g018540,168
Solyc09g018550,183
Solyc09g018560,1566
Solyc09g018580,339
Solyc09g018590,753
Solyc09g018600,537
Solyc09g018610,132
Solyc09g018620,261
Solyc09g018630,554
Solyc09g018640,96
Solyc09g018650,325
Solyc09g018660,111
Solyc09g018670,765
Solyc09g018680,321
Solyc09g018690,1634
Solyc09g018700,969
Solyc09g018710,1253
Solyc09g018720,317
Solyc09g018730,1197
Solyc09g018740,204
Solyc09g018750,950
Solyc09g018760,792
Solyc09g018770,93
Solyc09g018780,561
Solyc09g018790,1159
Solyc09g018800,288
Solyc09g018810,69
Solyc09g018820,165
Solyc09g018830,1059
Solyc09g018840,314
Solyc09g018850,1767
Solyc09g018870,462
Solyc09g018880,576
Solyc09g018890,884
Solyc09g018900,105
Solyc09g018910,78
Solyc09g018920,909
Solyc09g018930,456
Solyc09g018940,795
Solyc09g018950,1032
Solyc09g018960,3187
Solyc09g018970,396
Solyc09g019970,3184
Solyc09g019980,1288
Solyc09g019990,282
Solyc09g020000,1408
Solyc09g020010,588
Solyc09g020020,999
Solyc09g020030,348
Solyc09g020040,351
Solyc09g020060,798
Solyc09g020070,75
Solyc09g020080,1452
Solyc09g020090,1134
Solyc09g020100,369
Solyc09g020110,1191
Solyc09g020120,438
Solyc09g020130,1192
Solyc09g020140,1195
Solyc09g020150,1686
Solyc09g020160,2016
Solyc09g020180,447
Solyc09g020190,2129
Solyc09g020200,1002
Solyc09g025200,219
Solyc09g025210,1695
Solyc09g025220,1296
Solyc09g025230,1571
Solyc09g025240,1547
Solyc09g025250,1050
Solyc09g025260,1189
Solyc09g025270,2884
Solyc09g025280,516
Solyc09g025290,945
Solyc09g025300,750
Solyc09g025310,964
Solyc09g030360,102
Solyc09g030370,1070
Solyc09g030380,150
Solyc09g030390,2874
Solyc09g030400,783
Solyc09g030410,219
Solyc09g030420,359
Solyc09g030430,744
Solyc09g030440,354
Solyc09g030450,2598
Solyc09g030460,333
Solyc09g030470,132
Solyc09g030480,1035
Solyc09g030500,765
Solyc09g030510,84
Solyc09g031510,63
Solyc09g031520,90
Solyc09g031530,168
Solyc09g031540,153
Solyc09g031550,231
Solyc09g031560,156
Solyc09g031570,210
Solyc09g031580,3830
Solyc09g031590,357
Solyc09g031600,1492
Solyc09g031610,1997
Solyc09g031620,270
Solyc09g031630,237
Solyc09g031640,327
Solyc09g031650,4401
Solyc09g031670,645
Solyc09g031680,888
Solyc09g031690,620
Solyc09g031700,1567
Solyc09g031710,444
Solyc09g031720,1227
Solyc09g031730,246
Solyc09g031740,204
Solyc09g031750,2152
Solyc09g031760,363
Solyc09g031770,951
Solyc09g031780,3421
Solyc09g031790,1255
Solyc09g031800,447
Solyc09g031810,672
Solyc09g031820,777
Solyc09g031830,270
Solyc09g031840,507
Solyc09g031850,276
Solyc09g031870,279
Solyc09g031880,1131
Solyc09g031890,288
Solyc09g031900,1050
Solyc09g031910,255
Solyc09g031920,603
Solyc09g031930,1168
Solyc09g031940,1074
Solyc09g031950,1338
Solyc09g031960,270
Solyc09g031970,3096
Solyc09g031980,399
Solyc09g037010,618
Solyc09g037020,183
Solyc09g037030,462
Solyc09g037040,153
Solyc09g037050,252
Solyc09g037060,225
Solyc09g037070,186
Solyc09g037080,150
Solyc09g037090,147
Solyc09g037100,138
Solyc09g037110,69
Solyc09g037120,168
Solyc09g037130,150
Solyc09g037140,279
Solyc09g037150,501
Solyc09g037160,783
Solyc09g037170,363
Solyc09g037180,159
Solyc09g037190,120
Solyc09g038190,2475
Solyc09g040190,204
Solyc09g040200,414
Solyc09g042200,204
Solyc09g042210,393
Solyc09g042220,984
Solyc09g042230,366
Solyc09g042240,192
Solyc09g042250,1386
Solyc09g042260,1669
Solyc09g042270,1947
Solyc09g042280,336
Solyc09g042290,1227
Solyc09g042300,261
Solyc09g042310,138
Solyc09g042320,381
Solyc09g042330,171
Solyc09g042340,549
Solyc09g042360,354
Solyc09g042370,192
Solyc09g042380,255
Solyc09g042390,384
Solyc09g042400,195
Solyc09g042410,123
Solyc09g042420,318
Solyc09g042430,81
Solyc09g042440,813
Solyc09g042450,159
Solyc09g042460,858
Solyc09g042470,528
Solyc09g042480,876
Solyc09g042490,141
Solyc09g042500,156
Solyc09g042510,324
Solyc09g042520,333
Solyc09g042540,96
Solyc09g042550,390
Solyc09g042560,465
Solyc09g042570,273
Solyc09g042580,78
Solyc09g042590,102
Solyc09g042600,150
Solyc09g042610,63
Solyc09g042630,393
Solyc09g042640,387
Solyc09g042650,549
Solyc09g042660,1466
Solyc09g042670,416
Solyc09g042680,669
Solyc09g042690,563
Solyc09g042700,983
Solyc09g042710,1994
Solyc09g042720,240
Solyc09g042740,3035
Solyc09g042750,1718
Solyc09g042760,2757
Solyc09g042770,1330
Solyc09g042780,239
Solyc09g042790,231
Solyc09g042800,222
Solyc09g047840,944
Solyc09g047850,189
Solyc09g047860,1059
Solyc09g047870,942
Solyc09g047880,2175
Solyc09g047890,276
Solyc09g047900,1155
Solyc09g047910,1128
Solyc09g047920,144
Solyc09g047930,522
Solyc09g048950,138
Solyc09g048960,546
Solyc09g048970,768
Solyc09g048980,1671
Solyc09g048990,585
Solyc09g050000,321
Solyc09g050010,3000
Solyc09g050020,1095
Solyc09g050030,189
Solyc09g050040,339
Solyc09g050050,657
Solyc09g050060,282
Solyc09g050070,651
Solyc09g050080,468
Solyc09g050090,156
Solyc09g050100,396
Solyc09g050110,300
Solyc09g050120,216
Solyc09g055120,156
Solyc09g055130,177
Solyc09g055140,162
Solyc09g055150,234
Solyc09g055160,450
Solyc09g055170,153
Solyc09g055180,2863
Solyc09g055190,915
Solyc09g055200,309
Solyc09g055210,462
Solyc09g055220,216
Solyc09g055230,3667
Solyc09g055240,408
Solyc09g055250,1076
Solyc09g055260,5885
Solyc09g055290,156
Solyc09g055300,270
Solyc09g055310,3154
Solyc09g055320,234
Solyc09g055330,177
Solyc09g055340,2586
Solyc09g055350,2527
Solyc09g055360,189
Solyc09g055370,363
Solyc09g055380,234
Solyc09g055390,663
Solyc09g055400,696
Solyc09g055410,381
Solyc09g055420,354
Solyc09g055430,420
Solyc09g055440,231
Solyc09g055450,72
Solyc09g055460,282
Solyc09g055470,420
Solyc09g055480,222
Solyc09g055490,435
Solyc09g055500,999
Solyc09g055510,375
Solyc09g055520,375
Solyc09g055530,195
Solyc09g055540,645
Solyc09g055550,245
Solyc09g055560,522
Solyc09g055570,2940
Solyc09g055580,243
Solyc09g055590,1001
Solyc09g055600,372
Solyc09g055610,105
Solyc09g055620,72
Solyc09g055630,393
Solyc09g055640,270
Solyc09g055650,1023
Solyc09g055660,1941
Solyc09g055670,189
Solyc09g055680,774
Solyc09g055690,612
Solyc09g055700,1120
Solyc09g055710,392
Solyc09g055720,1200
Solyc09g055740,210
Solyc09g055750,366
Solyc09g055760,1733
Solyc09g055770,624
Solyc09g055790,180
Solyc09g055800,246
Solyc09g055810,240
Solyc09g055820,459
Solyc09g055830,366
Solyc09g055840,171
Solyc09g055850,403
Solyc09g055860,198
Solyc09g055870,1212
Solyc09g055880,453
Solyc09g055890,1403
Solyc09g055900,1506
Solyc09g055910,1822
Solyc09g055920,2277
Solyc09g055930,2267
Solyc09g055940,1646
Solyc09g055950,441
Solyc09g055960,201
Solyc09g055970,1809
Solyc09g055980,750
Solyc09g055990,546
Solyc09g056000,159
Solyc09g056010,111
Solyc09g056020,195
Solyc09g056030,249
Solyc09g056040,1238
Solyc09g056050,300
Solyc09g056060,579
Solyc09g056070,1188
Solyc09g056080,246
Solyc09g056090,393
Solyc09g056100,843
Solyc09g056110,411
Solyc09g056120,354
Solyc09g056130,379
Solyc09g056140,765
Solyc09g056150,1884
Solyc09g056160,1716
Solyc09g056170,2304
Solyc09g056180,439
Solyc09g056190,240
Solyc09g056200,164
Solyc09g056210,93
Solyc09g056220,195
Solyc09g056230,417
Solyc09g056240,546
Solyc09g056250,294
Solyc09g056260,1588
Solyc09g056270,273
Solyc09g056280,363
Solyc09g056290,399
Solyc09g056300,222
Solyc09g056310,258
Solyc09g056320,366
Solyc09g056330,399
Solyc09g056340,1070
Solyc09g056350,3406
Solyc09g056360,1534
Solyc09g056370,273
Solyc09g056380,513
Solyc09g056390,228
Solyc09g056410,678
Solyc09g056430,1203
Solyc09g056440,243
Solyc09g056450,1743
Solyc09g056460,534
Solyc09g056490,987
Solyc09g056500,663
Solyc09g057500,150
Solyc09g057510,582
Solyc09g057520,384
Solyc09g057530,414
Solyc09g057540,1505
Solyc09g057550,225
Solyc09g057560,129
Solyc09g057570,934
Solyc09g057580,852
Solyc09g057590,448
Solyc09g057600,360
Solyc09g057620,1887
Solyc09g057630,1648
Solyc09g057640,2251
Solyc09g057650,1159
Solyc09g057660,2176
Solyc09g057670,801
Solyc09g057680,3103
Solyc09g057700,837
Solyc09g057710,1808
Solyc09g057720,636
Solyc09g057730,741
Solyc09g057740,180
Solyc09g057750,93
Solyc09g057760,827
Solyc09g057770,675
Solyc09g057780,297
Solyc09g057790,408
Solyc09g057800,495
Solyc09g057810,150
Solyc09g057820,402
Solyc09g057830,246
Solyc09g057840,489
Solyc09g057850,225
Solyc09g057860,432
Solyc09g057870,714
Solyc09g057880,1112
Solyc09g057890,1419
Solyc09g057900,417
Solyc09g057910,1704
Solyc09g057920,1780
Solyc09g057930,525
Solyc09g057940,261
Solyc09g057950,2037
Solyc09g057960,786
Solyc09g058960,90
Solyc09g058970,252
Solyc09g058980,202
Solyc09g058990,1124
Solyc09g059000,426
Solyc09g059020,1107
Solyc09g059030,1394
Solyc09g059040,1318
Solyc09g059060,192
Solyc09g059070,276
Solyc09g059080,255
Solyc09g059090,375
Solyc09g059100,552
Solyc09g059120,513
Solyc09g059130,441
Solyc09g059140,402
Solyc09g059150,660
Solyc09g059160,582
Solyc09g059170,732
Solyc09g059180,153
Solyc09g059200,201
Solyc09g059210,204
Solyc09g059220,225
Solyc09g059230,657
Solyc09g059240,1889
Solyc09g059250,297
Solyc09g059260,420
Solyc09g059270,1185
Solyc09g059280,165
Solyc09g059290,525
Solyc09g059300,225
Solyc09g059310,1756
Solyc09g059320,732
Solyc09g059330,732
Solyc09g059340,153
Solyc09g059350,2706
Solyc09g059360,759
Solyc09g059380,534
Solyc09g059390,1075
Solyc09g059400,254
Solyc09g059410,291
Solyc09g059420,399
Solyc09g059430,1049
Solyc09g059440,1788
Solyc09g059450,867
Solyc09g059460,1803
Solyc09g059470,1822
Solyc09g059490,2409
Solyc09g059500,1372
Solyc09g059510,1187
Solyc09g059520,1551
Solyc09g059530,657
Solyc09g059540,111
Solyc09g059550,1080
Solyc09g059560,423
Solyc09g059570,1242
Solyc09g059580,2061
Solyc09g059590,156
Solyc09g059600,2304
Solyc09g059610,1027
Solyc09g059620,1132
Solyc09g059630,1020
Solyc09g059640,339
Solyc09g059650,434
Solyc09g059660,246
Solyc09g059670,1862
Solyc09g059680,1128
Solyc09g059690,273
Solyc09g059700,1611
Solyc09g059710,213
Solyc09g059720,213
Solyc09g059730,96
Solyc09g059740,840
Solyc09g059750,423
Solyc09g059760,75
Solyc09g059770,339
Solyc09g059780,123
Solyc09g059790,180
Solyc09g059800,195
Solyc09g059810,468
Solyc09g059820,558
Solyc09g059830,744
Solyc09g059840,546
Solyc09g059850,363
Solyc09g059860,246
Solyc09g059870,393
Solyc09g059880,351
Solyc09g059890,666
Solyc09g059900,201
Solyc09g059910,795
Solyc09g059930,903
Solyc09g059940,438
Solyc09g059950,973
Solyc09g059960,2495
Solyc09g059970,544
Solyc09g059980,354
Solyc09g059990,744
Solyc09g060000,792
Solyc09g060010,456
Solyc09g060020,228
Solyc09g060030,153
Solyc09g060040,243
Solyc09g060050,534
Solyc09g060060,183
Solyc09g060070,219
Solyc09g060080,5944
Solyc09g060090,2007
Solyc09g060100,1335
Solyc09g060110,3141
Solyc09g060120,408
Solyc09g060130,1335
Solyc09g060140,1185
Solyc09g060150,552
Solyc09g060160,240
Solyc09g060170,1035
Solyc09g060180,264
Solyc09g060190,471
Solyc09g060210,174
Solyc09g060220,69
Solyc09g061220,516
Solyc09g061230,687
Solyc09g061240,888
Solyc09g061250,1952
Solyc09g061260,1035
Solyc09g061270,754
Solyc09g061280,941
Solyc09g061290,2944
Solyc09g061300,453
Solyc09g061310,1073
Solyc09g061320,1501
Solyc09g061330,1341
Solyc09g061340,2100
Solyc09g061350,330
Solyc09g061360,315
Solyc09g061370,585
Solyc09g061380,2525
Solyc09g061390,396
Solyc09g061400,771
Solyc09g061410,318
Solyc09g061420,2004
Solyc09g061430,1992
Solyc09g061440,871
Solyc09g061450,396
Solyc09g061460,840
Solyc09g061470,255
Solyc09g061480,279
Solyc09g061490,399
Solyc09g061500,378
Solyc09g061510,282
Solyc09g061520,381
Solyc09g061530,420
Solyc09g061540,351
Solyc09g061550,258
Solyc09g061560,507
Solyc09g061570,276
Solyc09g061580,351
Solyc09g061590,300
Solyc09g061600,240
Solyc09g061610,312
Solyc09g061620,977
Solyc09g061630,204
Solyc09g061640,1143
Solyc09g061650,711
Solyc09g061660,627
Solyc09g061670,705
Solyc09g061680,1268
Solyc09g061690,1857
Solyc09g061700,1146
Solyc09g061710,1463
Solyc09g061720,281
Solyc09g061730,552
Solyc09g061750,1137
Solyc09g061760,1887
Solyc09g061770,270
Solyc09g061780,381
Solyc09g061790,735
Solyc09g061820,367
Solyc09g061830,330
Solyc09g061840,1626
Solyc09g061850,621
Solyc09g061860,2114
Solyc09g061870,402
Solyc09g061880,417
Solyc09g061890,1621
Solyc09g061900,351
Solyc09g061910,552
Solyc09g061920,249
Solyc09g061930,2359
Solyc09g061940,3387
Solyc09g061950,522
Solyc09g061960,831
Solyc09g062960,187
Solyc09g062970,273
Solyc09g062980,330
Solyc09g062990,435
Solyc09g063000,234
Solyc09g063010,2003
Solyc09g063020,1288
Solyc09g063030,4649
Solyc09g063040,711
Solyc09g063050,372
Solyc09g063060,1256
Solyc09g063070,1280
Solyc09g063080,2691
Solyc09g063090,254
Solyc09g063110,2016
Solyc09g063120,411
Solyc09g063130,892
Solyc09g063140,1253
Solyc09g063150,889
Solyc09g064150,447
Solyc09g064160,1354
Solyc09g064170,183
Solyc09g064180,924
Solyc09g064190,1155
Solyc09g064200,4920
Solyc09g064220,438
Solyc09g064230,3033
Solyc09g064240,1537
Solyc09g064250,753
Solyc09g064260,540
Solyc09g064270,2136
Solyc09g064280,790
Solyc09g064290,2235
Solyc09g064300,300
Solyc09g064310,991
Solyc09g064320,965
Solyc09g064330,330
Solyc09g064340,318
Solyc09g064350,330
Solyc09g064360,231
Solyc09g064370,1575
Solyc09g064380,1216
Solyc09g064390,932
Solyc09g064400,138
Solyc09g064410,201
Solyc09g064420,2594
Solyc09g064430,1901
Solyc09g064440,4826
Solyc09g064450,1728
Solyc09g064460,402
Solyc09g064470,1549
Solyc09g064480,516
Solyc09g064490,2475
Solyc09g064500,923
Solyc09g064510,2106
Solyc09g064520,3273
Solyc09g064530,1463
Solyc09g064540,2082
Solyc09g064550,186
Solyc09g064560,798
Solyc09g064570,741
Solyc09g064580,244
Solyc09g064590,2991
Solyc09g064600,867
Solyc09g064610,2310
Solyc09g064620,366
Solyc09g064630,1476
Solyc09g064640,426
Solyc09g064650,324
Solyc09g064660,607
Solyc09g064670,1512
Solyc09g064680,1773
Solyc09g064690,1461
Solyc09g064710,231
Solyc09g064720,1203
Solyc09g064730,694
Solyc09g064740,1301
Solyc09g064750,511
Solyc09g064760,309
Solyc09g064770,423
Solyc09g064780,4290
Solyc09g064790,1334
Solyc09g064800,2601
Solyc09g064810,2260
Solyc09g064820,819
Solyc09g064830,330
Solyc09g064840,4383
Solyc09g064850,855
Solyc09g064860,2224
Solyc09g064870,1601
Solyc09g064880,177
Solyc09g064890,704
Solyc09g064900,468
Solyc09g064910,945
Solyc09g064920,1224
Solyc09g064930,1033
Solyc09g064940,1176
Solyc09g064950,192
Solyc09g064960,960
Solyc09g064970,1257
Solyc09g064980,1368
Solyc09g064990,540
Solyc09g065000,1407
Solyc09g065010,2293
Solyc09g065020,1286
Solyc09g065030,1821
Solyc09g065040,417
Solyc09g065050,786
Solyc09g065060,741
Solyc09g065070,1302
Solyc09g065080,678
Solyc09g065090,648
Solyc09g065100,2043
Solyc09g065110,1150
Solyc09g065120,2804
Solyc09g065130,2338
Solyc09g065140,732
Solyc09g065150,150
Solyc09g065160,2572
Solyc09g065170,1047
